filename_raw,filename_jpeg,camera,lens,iso,wb_setting,scene_type,filename_phocus_tiff,phocus_settings,illuminant,download_url,notes
4589763049.3fr,1479441142.jpg,CFV 100C/907X,XCD 90V,1600,auto,lowlight,,,,"local (owner personal library, downloaded 2026-07-31/08-01)","exif raw DateTimeOriginal=2024-02-01 15:33:41, jpeg DateTimeOriginal=2024-02-01 15:33:41"
0229019868.3fr,1404328711.jpg,CFV 100C/907X,XCD 28P,25600,auto,lowlight,,,,"local (owner personal library, downloaded 2026-07-31/08-01)","exif raw DateTimeOriginal=2024-02-01 16:43:06, jpeg DateTimeOriginal=2024-02-01 16:43:06"
9063680763.3fr,4465167404.jpg,CFV 100C/907X,XCD 28P,12800,auto,lowlight,,,,"local (owner personal library, downloaded 2026-07-31/08-01)","exif raw DateTimeOriginal=2024-02-01 16:43:15, jpeg DateTimeOriginal=2024-02-01 16:43:15"
0550549226.3fr,7550202495.jpg,CFV 100C/907X,XCD 28P,64,auto,daylight,,,,"local (owner personal library, downloaded 2026-07-31/08-01)","exif raw DateTimeOriginal=2024-02-02 16:04:59, jpeg DateTimeOriginal=2024-02-02 16:04:59"
3153320186.3fr,7355367063.jpg,CFV 100C/907X,XCD 28P,12800,auto,lowlight,,,,"local (owner personal library, downloaded 2026-07-31/08-01)","exif raw DateTimeOriginal=2024-02-04 17:28:32, jpeg DateTimeOriginal=2024-02-04 17:28:32"
6762931572.fff,6451840403.jpg,Hasselblad X1D II 50C,XCD 135,100,auto,daylight,,,,"local (owner personal library, downloaded 2026-07-31/08-01)","exif raw DateTimeOriginal=2019-12-09 13:58:47, jpeg DateTimeOriginal=2019-12-09 13:58:47"
6661213999.fff,1533825576.jpg,Hasselblad X1D II 50C,XCD 135,100,auto,daylight,,,,"local (owner personal library, downloaded 2026-07-31/08-01)","exif raw DateTimeOriginal=2019-12-09 14:09:56, jpeg DateTimeOriginal=2019-12-09 14:09:56"
5983653715.fff,7667647774.jpg,Hasselblad X1D II 50C,XCD 135,100,auto,daylight,,,,"local (owner personal library, downloaded 2026-07-31/08-01)","exif raw DateTimeOriginal=2019-12-09 14:11:00, jpeg DateTimeOriginal=2019-12-09 14:11:00"
1372685658.fff,6312592441.jpg,Hasselblad X1D II 50C,XCD 135,400,auto,lowlight,,,,"local (owner personal library, downloaded 2026-07-31/08-01)","exif raw DateTimeOriginal=2019-12-09 14:11:55, jpeg DateTimeOriginal=2019-12-09 14:11:55"
3528755502.fff,0387891658.jpg,Hasselblad X1D II 50C,XCD 135,100,auto,daylight,,,,"local (owner personal library, downloaded 2026-07-31/08-01)","exif raw DateTimeOriginal=2019-12-09 14:43:54, jpeg DateTimeOriginal=2019-12-09 14:43:54"
7278483295.fff,3402246473.jpg,Hasselblad X1D II 50C,XCD 135,100,auto,daylight,,,,"local (owner personal library, downloaded 2026-07-31/08-01)","exif raw DateTimeOriginal=2019-12-09 15:26:20, jpeg DateTimeOriginal=2019-12-09 15:26:20"
8647104982.3fr,1581523261.jpg,X2D 100C,XCD 30,64,auto,daylight,,,,"local (owner personal library, downloaded 2026-07-31/08-01)","exif raw DateTimeOriginal=2022-09-20 21:47:30, jpeg DateTimeOriginal=2022-09-20 21:47:30"
